"","interests_correlate","d_interests_correlate"
"884","-0.32","[-1-0]"
"885","0.21","[0-0.33]"
"886","-0.23","[-1-0]"
"887","0.59","[0.33-1]"
"888","0.16","[0-0.33]"
"889","-0.07","[-1-0]"
"890","0.39","[0.33-1]"
"891","0.03","[0-0.33]"
"892","-0.18","[-1-0]"
"893","0.34","[0.33-1]"
"894","-0.05","[-1-0]"
"895","0.07","[0-0.33]"
"896","-0.01","[-1-0]"
"897","0.15","[0-0.33]"
"898","-0.17","[-1-0]"
"899","0.48","[0.33-1]"
"900","-0.43","[-1-0]"
"901","0.65","[0.33-1]"
"902","-0.2","[-1-0]"
"903","0.02","[0-0.33]"
"904","-0.37","[-1-0]"
"905","0.45","[0.33-1]"
"906","-0.63","[-1-0]"
"907","0.35","[0.33-1]"
"908","0.5","[0.33-1]"
"909","0.26","[0-0.33]"
"910","0.23","[0-0.33]"
"911","?","[-1-0]"
"912","?","[-1-0]"
"913","0.16","[0-0.33]"
"914","0.39","[0.33-1]"
"915","0.27","[0-0.33]"
"916","0.17","[0-0.33]"
"917","-0.07","[-1-0]"
"918","0.48","[0.33-1]"
"919","-0.15","[-1-0]"
"920","-0.01","[-1-0]"
"921","?","[-1-0]"
"922","?","[-1-0]"
"923","0.03","[0-0.33]"
"924","-0.04","[-1-0]"
"925","0.26","[0-0.33]"
"926","0.03","[0-0.33]"
"927","0.39","[0.33-1]"
"928","-0.43","[-1-0]"
"929","0.44","[0.33-1]"
"930","0.68","[0.33-1]"
"931","?","[-1-0]"
"932","?","[-1-0]"
"933","0.28","[0-0.33]"
"934","0.8","[0.33-1]"
"935","0.17","[0-0.33]"
"936","0.41","[0.33-1]"
"937","0.03","[0-0.33]"
"938","0.65","[0.33-1]"
"939","-0.05","[-1-0]"
"940","-0.31","[-1-0]"
"941","?","[-1-0]"
"942","?","[-1-0]"
"943","0.12","[0-0.33]"
"944","-0.18","[-1-0]"
"945","0.31","[0-0.33]"
"946","0.02","[0-0.33]"
"947","-0.18","[-1-0]"
"948","-0.2","[-1-0]"
"949","0.07","[0-0.33]"
"950","0.02","[0-0.33]"
"951","?","[-1-0]"
"952","?","[-1-0]"
"953","0.45","[0.33-1]"
"954","0.14","[0-0.33]"
"955","0.37","[0.33-1]"
"956","0.63","[0.33-1]"
"957","0.34","[0.33-1]"
"958","0.02","[0-0.33]"
"959","-0.37","[-1-0]"
"960","-0.34","[-1-0]"
"961","?","[-1-0]"
"962","?","[-1-0]"
"963","-0.34","[-1-0]"
"964","-0.47","[-1-0]"
"965","0.14","[0-0.33]"
"966","-0.32","[-1-0]"
"967","-0.05","[-1-0]"
"968","-0.37","[-1-0]"
"969","0.65","[0.33-1]"
"970","0.44","[0.33-1]"
"971","?","[-1-0]"
"972","?","[-1-0]"
"973","0.61","[0.33-1]"
"974","0.41","[0.33-1]"
"975","0.33","[0-0.33]"
"976","0.21","[0-0.33]"
"977","0.07","[0-0.33]"
"978","0.45","[0.33-1]"
"979","-0.31","[-1-0]"
"980","-0.58","[-1-0]"
"981","?","[-1-0]"
"982","?","[-1-0]"
"983","-0.13","[-1-0]"
"984","-0.56","[-1-0]"
"985","0.14","[0-0.33]"
"986","-0.23","[-1-0]"
"987","-0.01","[-1-0]"
"988","-0.63","[-1-0]"
"989","-0.06","[-1-0]"
"990","0.34","[0.33-1]"
"991","?","[-1-0]"
"992","?","[-1-0]"
"993","0.41","[0.33-1]"
"994","0.53","[0.33-1]"
"995","0.21","[0-0.33]"
"996","0.59","[0.33-1]"
"997","0.15","[0-0.33]"
"998","0.35","[0.33-1]"
"999","0.37","[0.33-1]"
"1000","0.23","[0-0.33]"
"1001","?","[-1-0]"
"1002","?","[-1-0]"
"1003","0.29","[0-0.33]"
"1004","0.28","[0-0.33]"
"1005","0.26","[0-0.33]"
"1006","0.16","[0-0.33]"
"1007","-0.17","[-1-0]"
"1008","0.5","[0.33-1]"
"1009","0.21","[0-0.33]"
"1010","-0.18","[-1-0]"
"1011","0.65","[0.33-1]"
"1012","0.08","[0-0.33]"
"1013","0.24","[0-0.33]"
"1014","0.71","[0.33-1]"
"1015","0.51","[0.33-1]"
"1016","0.15","[0-0.33]"
"1017","0.02","[0-0.33]"
"1018","-0.05","[-1-0]"
"1019","0.19","[0-0.33]"
"1020","0.02","[0-0.33]"
"1021","0.06","[0-0.33]"
"1022","0.36","[0.33-1]"
"1023","0.32","[0-0.33]"
"1024","0.63","[0.33-1]"
"1025","0.53","[0.33-1]"
"1026","0.43","[0.33-1]"
"1027","0.56","[0.33-1]"
"1028","-0.2","[-1-0]"
"1029","0.28","[0-0.33]"
"1030","-0.05","[-1-0]"
"1031","0.16","[0-0.33]"
"1032","0.55","[0.33-1]"
"1033","0.45","[0.33-1]"
"1034","-0.21","[-1-0]"
"1035","0","[-1-0]"
"1036","0.15","[0-0.33]"
"1037","0.63","[0.33-1]"
"1038","-0.28","[-1-0]"
"1039","-0.11","[-1-0]"
"1040","0.63","[0.33-1]"
"1041","0.41","[0.33-1]"
"1042","0.56","[0.33-1]"
"1043","0.76","[0.33-1]"
"1044","0.29","[0-0.33]"
"1045","0.69","[0.33-1]"
"1046","-0.16","[-1-0]"
"1047","0.55","[0.33-1]"
"1048","0.14","[0-0.33]"
"1049","0.29","[0-0.33]"
"1050","0.43","[0.33-1]"
"1051","0.38","[0.33-1]"
"1052","-0.13","[-1-0]"
"1053","0.07","[0-0.33]"
"1054","0.21","[0-0.33]"
"1055","0.59","[0.33-1]"
"1056","-0.2","[-1-0]"
"1057","0.09","[0-0.33]"
"1058","0.65","[0.33-1]"
"1059","0.51","[0.33-1]"
"1060","0.59","[0.33-1]"
"1061","0.79","[0.33-1]"
"1062","0.56","[0.33-1]"
"1063","0.27","[0-0.33]"
"1064","-0.04","[-1-0]"
"1065","0.49","[0.33-1]"
"1066","-0.27","[-1-0]"
"1067","0.13","[0-0.33]"
"1068","0.9","[0.33-1]"
"1069","0.56","[0.33-1]"
"1070","0.35","[0.33-1]"
"1071","-0.15","[-1-0]"
"1072","-0.18","[-1-0]"
"1073","0.42","[0.33-1]"
"1074","0.03","[0-0.33]"
"1075","0.24","[0-0.33]"
"1076","0.52","[0.33-1]"
"1077","0.6","[0.33-1]"
"1078","0.8","[0.33-1]"
"1079","0.54","[0.33-1]"
"1080","0.4","[0.33-1]"
"1081","0.61","[0.33-1]"
"1082","0.31","[0-0.33]"
"1083","-0.36","[-1-0]"
"1084","0.23","[0-0.33]"
"1085","0.25","[0-0.33]"
"1086","0.14","[0-0.33]"
"1087","0.54","[0.33-1]"
"1088","-0.35","[-1-0]"
"1089","0.06","[0-0.33]"
"1090","0.38","[0.33-1]"
"1091","-0.12","[-1-0]"
"1092","0.31","[0-0.33]"
"1093","0.05","[0-0.33]"
"1094","0.07","[0-0.33]"
"1095","0.31","[0-0.33]"
"1096","0.34","[0.33-1]"
"1097","0.17","[0-0.33]"
"1098","0.07","[0-0.33]"
"1099","0.6","[0.33-1]"
"1100","-0.21","[-1-0]"
"1101","0.37","[0.33-1]"
"1102","-0.04","[-1-0]"
"1103","0.22","[0-0.33]"
"1104","0.61","[0.33-1]"
"1105","0.65","[0.33-1]"
"1106","0.04","[0-0.33]"
"1107","0.11","[0-0.33]"
"1108","0.2","[0-0.33]"
"1109","0.53","[0.33-1]"
"1110","-0.02","[-1-0]"
"1111","0.09","[0-0.33]"
"1112","0.51","[0.33-1]"
"1113","0.55","[0.33-1]"
"1114","0.6","[0.33-1]"
"1115","0.67","[0.33-1]"
"1116","0.46","[0.33-1]"
"1117","0.29","[0-0.33]"
"1118","-0.25","[-1-0]"
"1119","0.56","[0.33-1]"
"1120","0.1","[0-0.33]"
"1121","0.2","[0-0.33]"
"1122","0.66","[0.33-1]"
"1123","0.43","[0.33-1]"
"1124","0.19","[0-0.33]"
"1125","-0.01","[-1-0]"
"1126","0.06","[0-0.33]"
"1127","0.52","[0.33-1]"
"1128","-0.08","[-1-0]"
"1129","0.04","[0-0.33]"
"1130","0.71","[0.33-1]"
"1131","0.56","[0.33-1]"
"1132","0.66","[0.33-1]"
"1133","0.76","[0.33-1]"
"1134","0.61","[0.33-1]"
"1135","0.54","[0.33-1]"
"1136","0.03","[0-0.33]"
"1137","0.32","[0-0.33]"
"1138","0.04","[0-0.33]"
"1139","0.26","[0-0.33]"
"1140","0.79","[0.33-1]"
"1141","0.58","[0.33-1]"
"1142","0.17","[0-0.33]"
"1143","-0.18","[-1-0]"
"1144","0","[-1-0]"
"1145","0.51","[0.33-1]"
"1146","0.09","[0-0.33]"
"1147","0.17","[0-0.33]"
"1148","0.72","[0.33-1]"
"1149","0.83","[0.33-1]"
"1150","0.81","[0.33-1]"
"1151","0.62","[0.33-1]"
"1152","0.4","[0.33-1]"
"1153","0.65","[0.33-1]"
"1154","-0.03","[-1-0]"
"1155","0.44","[0.33-1]"
"1156","0.14","[0-0.33]"
"1157","0.45","[0.33-1]"
"1158","0.67","[0.33-1]"
"1159","0.62","[0.33-1]"
"1160","0.17","[0-0.33]"
"1161","0.1","[0-0.33]"
"1162","0.1","[0-0.33]"
"1163","0.68","[0.33-1]"
"1164","0.17","[0-0.33]"
"1165","-0.06","[-1-0]"
"1166","0.71","[0.33-1]"
"1167","0.76","[0.33-1]"
"1168","0.65","[0.33-1]"
"1169","0.61","[0.33-1]"
"1170","0.43","[0.33-1]"
"1171","0.3","[0-0.33]"
"1172","-0.37","[-1-0]"
"1173","0.71","[0.33-1]"
"1174","0.01","[0-0.33]"
"1175","0.07","[0-0.33]"
"1176","0.5","[0.33-1]"
"1177","0.32","[0-0.33]"
"1178","0.18","[0-0.33]"
"1179","-0.08","[-1-0]"
"1180","0.12","[0-0.33]"
"1181","0.56","[0.33-1]"
"1182","-0.14","[-1-0]"
"1183","0.44","[0.33-1]"
"1184","0.56","[0.33-1]"
"1185","0.33","[0-0.33]"
"1186","0.59","[0.33-1]"
"1187","0.54","[0.33-1]"
"1188","0.26","[0-0.33]"
"1189","0.27","[0-0.33]"
"1190","0.3","[0-0.33]"
"1191","0.11","[0-0.33]"
"1192","-0.07","[-1-0]"
"1193","0.13","[0-0.33]"
"1194","0.8","[0.33-1]"
"1195","0.32","[0-0.33]"
"1196","-0.13","[-1-0]"
"1197","-0.28","[-1-0]"
"1198","0.13","[0-0.33]"
"1199","0.14","[0-0.33]"
"1200","-0.06","[-1-0]"
"1201","0.21","[0-0.33]"
"1202","0.52","[0.33-1]"
"1203","0.44","[0.33-1]"
"1204","0.73","[0.33-1]"
"1205","0.5","[0.33-1]"
"1206","0.18","[0-0.33]"
"1207","0.69","[0.33-1]"
"1208","0.21","[0-0.33]"
"1209","0.16","[0-0.33]"
"1210","0.55","[0.33-1]"
"1211","0.67","[0.33-1]"
"1212","0.24","[0-0.33]"
"1213","0.38","[0.33-1]"
"1214","-0.16","[-1-0]"
"1215","0.42","[0.33-1]"
"1216","0.62","[0.33-1]"
"1217","0.59","[0.33-1]"
"1218","0.27","[0-0.33]"
"1219","-0.26","[-1-0]"
"1220","0.72","[0.33-1]"
"1221","0.55","[0.33-1]"
"1222","0.27","[0-0.33]"
"1223","0.52","[0.33-1]"
"1224","0.35","[0.33-1]"
"1225","0.73","[0.33-1]"
"1226","0.3","[0-0.33]"
"1227","-0.06","[-1-0]"
"1228","0.53","[0.33-1]"
"1229","0.43","[0.33-1]"
"1230","0.08","[0-0.33]"
"1231","0.54","[0.33-1]"
"1232","-0.46","[-1-0]"
"1233","0.26","[0-0.33]"
"1234","0.34","[0.33-1]"
"1235","0.08","[0-0.33]"
"1236","0.15","[0-0.33]"
"1237","0.18","[0-0.33]"
"1238","0.18","[0-0.33]"
"1239","0.31","[0-0.33]"
"1240","0.3","[0-0.33]"
"1241","0.52","[0.33-1]"
"1242","0.14","[0-0.33]"
"1243","0.18","[0-0.33]"
"1244","-0.31","[-1-0]"
"1245","0.64","[0.33-1]"
"1246","-0.29","[-1-0]"
"1247","0","[-1-0]"
"1248","0.64","[0.33-1]"
"1249","0.13","[0-0.33]"
"1250","0.31","[0-0.33]"
"1251","-0.35","[-1-0]"
"1252","-0.19","[-1-0]"
"1253","0.56","[0.33-1]"
"1254","-0.22","[-1-0]"
"1255","0.38","[0.33-1]"
"1256","0.58","[0.33-1]"
"1257","0.39","[0.33-1]"
"1258","0.58","[0.33-1]"
"1259","0.36","[0.33-1]"
"1260","0.08","[0-0.33]"
"1261","0.37","[0.33-1]"
"1262","0.32","[0-0.33]"
"1263","0.13","[0-0.33]"
"1264","0.38","[0.33-1]"
"1265","0.26","[0-0.33]"
"1266","0.02","[0-0.33]"
"1267","0.31","[0-0.33]"
"1268","0.08","[0-0.33]"
"1269","0.22","[0-0.33]"
"1270","-0.05","[-1-0]"
"1271","0.05","[0-0.33]"
"1272","0.28","[0-0.33]"
"1273","0.1","[0-0.33]"
"1274","0.23","[0-0.33]"
"1275","0.52","[0.33-1]"
"1276","0.4","[0.33-1]"
"1277","0.5","[0.33-1]"
"1278","0.74","[0.33-1]"
"1279","0.57","[0.33-1]"
"1280","-0.12","[-1-0]"
"1281","0.28","[0-0.33]"
"1282","-0.2","[-1-0]"
"1283","0.11","[0-0.33]"
"1284","0.6","[0.33-1]"
"1285","0.43","[0.33-1]"
"1286","-0.19","[-1-0]"
"1287","-0.21","[-1-0]"
"1288","0.12","[0-0.33]"
"1289","0.33","[0-0.33]"
"1290","-0.24","[-1-0]"
"1291","0.31","[0-0.33]"
"1292","0.42","[0.33-1]"
"1293","0.39","[0.33-1]"
"1294","0.62","[0.33-1]"
"1295","0.61","[0.33-1]"
"1296","0.26","[0-0.33]"
"1297","0.64","[0.33-1]"
"1298","-0.23","[-1-0]"
"1299","0.56","[0.33-1]"
"1300","0.17","[0-0.33]"
"1301","0.41","[0.33-1]"
"1302","0.59","[0.33-1]"
"1303","0.54","[0.33-1]"
"1304","0.16","[0-0.33]"
"1305","0.12","[0-0.33]"
"1306","0.2","[0-0.33]"
"1307","0.8","[0.33-1]"
"1308","0.03","[0-0.33]"
"1309","0.06","[0-0.33]"
"1310","0.8","[0.33-1]"
"1311","0.72","[0.33-1]"
"1312","0.6","[0.33-1]"
"1313","0.75","[0.33-1]"
"1314","0.5","[0.33-1]"
"1315","0.27","[0-0.33]"
"1316","-0.57","[-1-0]"
"1317","0.55","[0.33-1]"
"1318","-0.37","[-1-0]"
"1319","-0.16","[-1-0]"
"1320","0.37","[0.33-1]"
"1321","0.17","[0-0.33]"
"1322","0.05","[0-0.33]"
"1323","-0.15","[-1-0]"
"1324","-0.06","[-1-0]"
"1325","0.45","[0.33-1]"
"1326","-0.36","[-1-0]"
"1327","0.37","[0.33-1]"
"1328","0.23","[0-0.33]"
"1329","0.09","[0-0.33]"
"1330","0.34","[0.33-1]"
"1331","0.31","[0-0.33]"
"1332","-0.03","[-1-0]"
"1333","0.21","[0-0.33]"
"1334","0.56","[0.33-1]"
"1335","0.69","[0.33-1]"
"1336","0.27","[0-0.33]"
"1337","0.61","[0.33-1]"
"1338","0.6","[0.33-1]"
"1339","0.29","[0-0.33]"
"1340","0.54","[0.33-1]"
"1341","0.65","[0.33-1]"
"1342","0.3","[0-0.33]"
"1343","0.27","[0-0.33]"
"1344","0.69","[0.33-1]"
"1345","0.73","[0.33-1]"
"1346","0.18","[0-0.33]"
"1347","0.37","[0.33-1]"
"1348","0.57","[0.33-1]"
"1349","0.64","[0.33-1]"
"1350","0.27","[0-0.33]"
"1351","-0.18","[-1-0]"
"1352","-0.2","[-1-0]"
"1353","-0.16","[-1-0]"
"1354","-0.04","[-1-0]"
"1355","0.31","[0-0.33]"
"1356","-0.21","[-1-0]"
"1357","-0.25","[-1-0]"
"1358","0.03","[0-0.33]"
"1359","-0.03","[-1-0]"
"1360","-0.37","[-1-0]"
"1361","0.3","[0-0.33]"
"1362","0.21","[0-0.33]"
"1363","0.3","[0-0.33]"
"1364","-0.31","[-1-0]"
"1365","0.32","[0-0.33]"
"1366","-0.12","[-1-0]"
"1367","-0.23","[-1-0]"
"1368","-0.57","[-1-0]"
"1369","0.65","[0.33-1]"
"1370","0.28","[0-0.33]"
"1371","0.55","[0.33-1]"
"1372","0.49","[0.33-1]"
"1373","-0.36","[-1-0]"
"1374","0.37","[0.33-1]"
"1375","0.56","[0.33-1]"
"1376","0.32","[0-0.33]"
"1377","0.44","[0.33-1]"
"1378","0.71","[0.33-1]"
"1379","0.11","[0-0.33]"
"1380","0.16","[0-0.33]"
"1381","-0.06","[-1-0]"
"1382","0.64","[0.33-1]"
"1383","0.13","[0-0.33]"
"1384","0.28","[0-0.33]"
"1385","0.56","[0.33-1]"
"1386","0.55","[0.33-1]"
"1387","0.08","[0-0.33]"
"1388","-0.05","[-1-0]"
"1389","0.14","[0-0.33]"
"1390","-0.27","[-1-0]"
"1391","0.23","[0-0.33]"
"1392","-0.04","[-1-0]"
"1393","0.1","[0-0.33]"
"1394","0.04","[0-0.33]"
"1395","0.14","[0-0.33]"
"1396","0.01","[0-0.33]"
"1397","-0.07","[-1-0]"
"1398","0.55","[0.33-1]"
"1399","0.53","[0.33-1]"
"1400","-0.29","[-1-0]"
"1401","0.38","[0.33-1]"
"1402","-0.2","[-1-0]"
"1403","0.17","[0-0.33]"
"1404","-0.37","[-1-0]"
"1405","0.24","[0-0.33]"
"1406","0.16","[0-0.33]"
"1407","0.29","[0-0.33]"
"1408","0.13","[0-0.33]"
"1409","0.25","[0-0.33]"
"1410","0.22","[0-0.33]"
"1411","0.2","[0-0.33]"
"1412","0.26","[0-0.33]"
"1413","0.45","[0.33-1]"
"1414","0.07","[0-0.33]"
"1415","0.13","[0-0.33]"
"1416","0.67","[0.33-1]"
"1417","0.43","[0.33-1]"
"1418","0","[-1-0]"
"1419","0.26","[0-0.33]"
"1420","0.11","[0-0.33]"
"1421","0.41","[0.33-1]"
"1422","-0.16","[-1-0]"
"1423","0.71","[0.33-1]"
"1424","0.55","[0.33-1]"
"1425","0.43","[0.33-1]"
"1426","0.9","[0.33-1]"
"1427","0.14","[0-0.33]"
"1428","0.61","[0.33-1]"
"1429","0.66","[0.33-1]"
"1430","0.79","[0.33-1]"
"1431","0.67","[0.33-1]"
"1432","0.5","[0.33-1]"
"1433","0.8","[0.33-1]"
"1434","0.24","[0-0.33]"
"1435","0.08","[0-0.33]"
"1436","0.64","[0.33-1]"
"1437","0.02","[0-0.33]"
"1438","0.6","[0.33-1]"
"1439","0.59","[0.33-1]"
"1440","0.37","[0.33-1]"
"1441","0.51","[0.33-1]"
"1442","0.45","[0.33-1]"
"1443","0.38","[0.33-1]"
"1444","0.56","[0.33-1]"
"1445","0.54","[0.33-1]"
"1446","0.65","[0.33-1]"
"1447","0.43","[0.33-1]"
"1448","0.58","[0.33-1]"
"1449","0.62","[0.33-1]"
"1450","0.32","[0-0.33]"
"1451","0.32","[0-0.33]"
"1452","0.38","[0.33-1]"
"1453","0.54","[0.33-1]"
"1454","0.13","[0-0.33]"
"1455","0.31","[0-0.33]"
"1456","0.43","[0.33-1]"
"1457","0.54","[0.33-1]"
"1458","0.17","[0-0.33]"
"1459","0.15","[0-0.33]"
"1460","-0.21","[-1-0]"
"1461","-0.13","[-1-0]"
"1462","0.35","[0.33-1]"
"1463","-0.35","[-1-0]"
"1464","0.04","[0-0.33]"
"1465","0.19","[0-0.33]"
"1466","0.17","[0-0.33]"
"1467","0.17","[0-0.33]"
"1468","0.18","[0-0.33]"
"1469","-0.13","[-1-0]"
"1470","-0.16","[-1-0]"
"1471","-0.46","[-1-0]"
"1472","0.31","[0-0.33]"
"1473","0.08","[0-0.33]"
"1474","-0.19","[-1-0]"
"1475","0.16","[0-0.33]"
"1476","0.05","[0-0.33]"
"1477","0.02","[0-0.33]"
"1478","0","[-1-0]"
"1479","0.07","[0-0.33]"
"1480","-0.15","[-1-0]"
"1481","0.06","[0-0.33]"
"1482","0.11","[0-0.33]"
"1483","-0.01","[-1-0]"
"1484","-0.18","[-1-0]"
"1485","0.1","[0-0.33]"
"1486","-0.08","[-1-0]"
"1487","-0.28","[-1-0]"
"1488","0.42","[0.33-1]"
"1489","0.26","[0-0.33]"
"1490","-0.35","[-1-0]"
"1491","0.22","[0-0.33]"
"1492","-0.21","[-1-0]"
"1493","0.12","[0-0.33]"
"1494","-0.15","[-1-0]"
"1495","-0.05","[-1-0]"
"1496","0.15","[0-0.33]"
"1497","0.21","[0-0.33]"
"1498","-0.18","[-1-0]"
"1499","0.38","[0.33-1]"
"1500","0.2","[0-0.33]"
"1501","0.06","[0-0.33]"
"1502","0","[-1-0]"
"1503","0.1","[0-0.33]"
"1504","0.12","[0-0.33]"
"1505","0.13","[0-0.33]"
"1506","0.62","[0.33-1]"
"1507","0.34","[0.33-1]"
"1508","-0.19","[-1-0]"
"1509","-0.05","[-1-0]"
"1510","0.12","[0-0.33]"
"1511","0.2","[0-0.33]"
"1512","-0.06","[-1-0]"
"1513","0.19","[0-0.33]"
"1514","0.63","[0.33-1]"
"1515","0.59","[0.33-1]"
"1516","0.42","[0.33-1]"
"1517","-0.12","[-1-0]"
"1518","0.53","[0.33-1]"
"1519","0.52","[0.33-1]"
"1520","0.51","[0.33-1]"
"1521","0.68","[0.33-1]"
"1522","0.56","[0.33-1]"
"1523","0.14","[0-0.33]"
"1524","0.59","[0.33-1]"
"1525","0.08","[0-0.33]"
"1526","0.56","[0.33-1]"
"1527","0.05","[0-0.33]"
"1528","0.33","[0-0.33]"
"1529","0.8","[0.33-1]"
"1530","0.45","[0.33-1]"
"1531","0.02","[0-0.33]"
"1532","-0.28","[-1-0]"
"1533","-0.2","[-1-0]"
"1534","0.03","[0-0.33]"
"1535","0.31","[0-0.33]"
"1536","-0.02","[-1-0]"
"1537","-0.08","[-1-0]"
"1538","0.09","[0-0.33]"
"1539","0.17","[0-0.33]"
"1540","-0.14","[-1-0]"
"1541","-0.06","[-1-0]"
"1542","0.27","[0-0.33]"
"1543","0.15","[0-0.33]"
"1544","-0.22","[-1-0]"
"1545","0.28","[0-0.33]"
"1546","-0.24","[-1-0]"
"1547","0.03","[0-0.33]"
"1548","-0.36","[-1-0]"
"1549","0.06","[0-0.33]"
"1550","-0.11","[-1-0]"
"1551","0.09","[0-0.33]"
"1552","0.24","[0-0.33]"
"1553","0.05","[0-0.33]"
"1554","0.09","[0-0.33]"
"1555","0.04","[0-0.33]"
"1556","0.17","[0-0.33]"
"1557","-0.06","[-1-0]"
"1558","0.44","[0.33-1]"
"1559","0.21","[0-0.33]"
"1560","-0.26","[-1-0]"
"1561","0.18","[0-0.33]"
"1562","0.38","[0.33-1]"
"1563","0.1","[0-0.33]"
"1564","0.31","[0-0.33]"
"1565","0.06","[0-0.33]"
"1566","0.37","[0.33-1]"
"1567","0.36","[0.33-1]"
"1568","0.63","[0.33-1]"
"1569","0.65","[0.33-1]"
"1570","0.52","[0.33-1]"
"1571","0.07","[0-0.33]"
"1572","0.51","[0.33-1]"
"1573","0.71","[0.33-1]"
"1574","0.72","[0.33-1]"
"1575","0.71","[0.33-1]"
"1576","0.56","[0.33-1]"
"1577","0.52","[0.33-1]"
"1578","0.72","[0.33-1]"
"1579","0.18","[0-0.33]"
"1580","0.58","[0.33-1]"
"1581","0.23","[0-0.33]"
"1582","0.42","[0.33-1]"
"1583","0.8","[0.33-1]"
"1584","0.23","[0-0.33]"
"1585","0.32","[0-0.33]"
"1586","0.41","[0.33-1]"
"1587","0.51","[0.33-1]"
"1588","0.6","[0.33-1]"
"1589","0.31","[0-0.33]"
"1590","0.55","[0.33-1]"
"1591","0.56","[0.33-1]"
"1592","0.83","[0.33-1]"
"1593","0.76","[0.33-1]"
"1594","0.33","[0-0.33]"
"1595","0.44","[0.33-1]"
"1596","0.55","[0.33-1]"
"1597","0.31","[0-0.33]"
"1598","0.39","[0.33-1]"
"1599","0.52","[0.33-1]"
"1600","0.39","[0.33-1]"
"1601","0.72","[0.33-1]"
"1602","0.09","[0-0.33]"
"1603","0.63","[0.33-1]"
"1604","0.56","[0.33-1]"
"1605","0.59","[0.33-1]"
"1606","0.8","[0.33-1]"
"1607","0.34","[0.33-1]"
"1608","0.6","[0.33-1]"
"1609","0.66","[0.33-1]"
"1610","0.81","[0.33-1]"
"1611","0.65","[0.33-1]"
"1612","0.59","[0.33-1]"
"1613","0.73","[0.33-1]"
"1614","0.27","[0-0.33]"
"1615","0.3","[0-0.33]"
"1616","0.58","[0.33-1]"
"1617","0.4","[0.33-1]"
"1618","0.62","[0.33-1]"
"1619","0.6","[0.33-1]"
"1620","0.34","[0.33-1]"
"1621","0.53","[0.33-1]"
"1622","0.76","[0.33-1]"
"1623","0.79","[0.33-1]"
"1624","0.54","[0.33-1]"
"1625","0.17","[0-0.33]"
"1626","0.67","[0.33-1]"
"1627","0.76","[0.33-1]"
"1628","0.62","[0.33-1]"
"1629","0.61","[0.33-1]"
"1630","0.54","[0.33-1]"
"1631","0.5","[0.33-1]"
"1632","0.52","[0.33-1]"
"1633","0.52","[0.33-1]"
"1634","0.36","[0.33-1]"
"1635","0.5","[0.33-1]"
"1636","0.61","[0.33-1]"
"1637","0.75","[0.33-1]"
"1638","0.31","[0-0.33]"
"1639","0.43","[0.33-1]"
"1640","0.29","[0-0.33]"
"1641","0.56","[0.33-1]"
"1642","0.4","[0.33-1]"
"1643","0.07","[0-0.33]"
"1644","0.46","[0.33-1]"
"1645","0.61","[0.33-1]"
"1646","0.4","[0.33-1]"
"1647","0.43","[0.33-1]"
"1648","0.26","[0-0.33]"
"1649","0.18","[0-0.33]"
"1650","0.35","[0.33-1]"
"1651","0.14","[0-0.33]"
"1652","0.08","[0-0.33]"
"1653","0.74","[0.33-1]"
"1654","0.26","[0-0.33]"
"1655","0.5","[0.33-1]"
"1656","-0.03","[-1-0]"
"1657","-0.29","[-1-0]"
"1658","-0.37","[-1-0]"
"1659","0.26","[0-0.33]"
"1660","0.34","[0.33-1]"
"1661","0.3","[0-0.33]"
"1662","-0.24","[-1-0]"
"1663","0.44","[0.33-1]"
"1664","0.31","[0-0.33]"
"1665","0.19","[0-0.33]"
"1666","0.35","[0.33-1]"
"1667","0.08","[0-0.33]"
"1668","-0.22","[-1-0]"
"1669","0.85","[0.33-1]"
"1670","0.76","[0.33-1]"
"1671","0.44","[0.33-1]"
"1672","-0.28","[-1-0]"
"1673","-0.09","[-1-0]"
"1674","0.32","[0-0.33]"
"1675","-0.11","[-1-0]"
"1676","0.45","[0.33-1]"
"1677","0.48","[0.33-1]"
"1678","0.13","[0-0.33]"
"1679","-0.04","[-1-0]"
"1680","-0.1","[-1-0]"
"1681","0.6","[0.33-1]"
"1682","0.05","[0-0.33]"
"1683","0.34","[0.33-1]"
"1684","0.26","[0-0.33]"
"1685","-0.06","[-1-0]"
"1686","0.13","[0-0.33]"
"1687","-0.05","[-1-0]"
"1688","0.07","[0-0.33]"
"1689","0.58","[0.33-1]"
"1690","0.71","[0.33-1]"
"1691","0.4","[0.33-1]"
"1692","-0.09","[-1-0]"
"1693","-0.13","[-1-0]"
"1694","0.45","[0.33-1]"
"1695","0.49","[0.33-1]"
"1696","0.3","[0-0.33]"
"1697","0.08","[0-0.33]"
"1698","-0.41","[-1-0]"
"1699","0.68","[0.33-1]"
"1700","0.62","[0.33-1]"
"1701","0.33","[0-0.33]"
"1702","-0.42","[-1-0]"
"1703","-0.31","[-1-0]"
"1704","0.07","[0-0.33]"
"1705","-0.4","[-1-0]"
"1706","0.54","[0.33-1]"
"1707","0.12","[0-0.33]"
"1708","0.05","[0-0.33]"
"1709","0.33","[0-0.33]"
"1710","0.47","[0.33-1]"
"1711","0.3","[0-0.33]"
"1712","0","[-1-0]"
"1713","-0.5","[-1-0]"
"1714","-0.03","[-1-0]"
"1715","0.11","[0-0.33]"
"1716","-0.17","[-1-0]"
"1717","0.06","[0-0.33]"
